label,text
0,该酒店地段不方便，超难打车，服务不到位，酒店设备有点旧
1,总体来说还是不错的。说是酒店，其实更像是个公寓，一方面楼里有好几层是办公用的，另一方面房间的配备也像。我们订的是豪华大床房，先说优点：入住和退房都挺快的，商务中心可以订车票，房间不小挺干净的，有卫星电视。缺点也有几个：一是离西湖有点远(20-30分钟行走)，二是周围吃饭的地方太少，只有三家，早餐得走15分钟到延安路才有(不过好吃又不贵，人很多)，三是浴室有点小，没有单独的沐浴房。宾馆反馈2007年11月5日：首先感谢您对我酒店提出宝贵的评价，在这里我们对您提出的一些问题将做一些相应的解释：1、酒店离西湖的总路程为一站路的公交车程。2、从我酒店出门（庆春路）往东方向步行大约2分钟，就有许多饭店包括早餐店，价格实惠且品种丰富，这条街是杭州餐饮比较集中的一条街，建议您下次入住时可直接咨询前台，我们将热忱为您服务。
0,酒店在装修，整体感觉特别不好，正门都走不了，车也不让停，服务人员也不协助找停车的地方，哪里像是五星的服务水准？房间卫生状况也不是很理想，备品也不像是五星级的，比如牙刷根本就是劣质产品。酒店整体的软性服务也需要提升，看得出是个管理很一般的饭店，服务有员整体素质一般。
1,我是7号入住的豪华商务间优点：1.位置较好，交通方便。2.出现问题后能及时沟通，服务较好。（详见后）不足：1.有部分豪华商务房由所谓的“家庭套房”改造而成（两个房间有一个木门连接），隔音效果非常差。2.房间内有霉味。其他：我预定的598的豪华商务房，checkin时没有告之我该房是由所谓的“家庭套房”改造而成，结果入住后发现隔音非常差，隔壁的男士在和一女士通电话，在我房间内甚至可以听到那个女士的说话声，呵呵。经交涉后调换了房间，问题得以解决，在交涉过程中服务态度不错，但个人认为应从根本上杜绝此类问题出现。
1,去年10月去九寨沟时住过，感觉很好！今年再和同事去，觉得服务差了。宾馆反馈2008年5月27日：希望客人对我们的服务提出宝贵的意见和建议，做的不够好的地方，我们很乐意接受客人的批评
1,酒店硬件来讲应该是不错的，就是位置比较远，离市中心和商业区都不是很方便，去的时候又刚好赶上出租车罢工，出行相当的不方便。但因为就在市政府对面，基本来餐厅吃东西的人都是里面工作的人，所以餐厅是不错的。如果不考虑交通的问题，建议选择！！
1,酒店不在青岛最中心地段，不过交通还算方便。是一栋栋2-3层的小客房，环境非常好，还有花园，非常安静，是度假的好地方。酒店是什么国资委培训中心，开会的政府人员比较多，价格也比较实惠(最近青岛开奥运，酒店价格涨了好多)。酒店比较不算新，早餐一般，服务还可以。
1,确实是山上最好的酒店，环境和设施都很不错。我们这次住的是曙光别墅7201房，其他的别墅是竹木屋联排的，一排四间，我们这间是单独的且是水泥的，所以比较隔音，别墅区有3间这样的房间。设施齐全，有电吹风，水热也蛮大，没有空调，但山上晚上只有18度，用不上空调。我们上黄山是奥运前2天，天很好，所以房间还比较干燥，浴室有些潮，有2件羽绒服和加盖的被子。饭没有在宾馆吃，无法评价。服务还不错，动作挺快。
0,像是仓库改的拖鞋不错卫生间还可以早餐很差
1,比较古朴，具有俄罗斯的风格，坐落市中心秋林附近，靠近松花江，环境优美。
1,1、酒店刚装修过，很好；2、酒店的科技含量较高：一个大的电视，可以当电视看，也可以做电脑显示屏。无线的键盘，坐在房上可以用电脑，第一次看见这样的酒店电视。另外，还在方便的宽带与电源，非常适合于商务人士。还有，坐式马桶也有科技含量。3、酒店位置很好。4、酒店很贵，特别是一楼的酒吧，非常贵。但是，商务人士一定得用的。早餐只有一份，不方便。5、客房的卧具很新，但是，不知是否在被整理的过程中，与地毯有接触？总感觉到表面上有一层浮毛毛，不知从那里粘上的，但里面没有。
0,三月三十一日，我夫妇入住这间宾馆。我是按照在携程网上的预定，从火车站步行了约一公里多来到这里的。我太太先去看了房间，然后告诉我，房间一般，是很小，房间外面油漆味很浓烈，难受。她说要我自己上去看看，由我决定。前台接待我们的是个年轻女子，人很热情，不断地向我们推销他们的什么会员卡。说我们现在用他们的会员卡登记入住，马上就可以优惠房价20元。以后在全国，只要入住他们的连锁宾馆，每天都优惠房价20元，还有其他优惠，如就餐九折，积分奖励（免费房）等等。我觉得很烦。若不是携程介绍，我怎么会来你这里呢？可刚一到，你就让我甩掉携程，改用你们的会员身份入住，这不太缺德了吗？他们后来让我看了房间，在走廊上，油漆味太臭了，进了房间，很不舒服，主要是空间太小了。服务员说，有些房间大一点，不过房价贵十元。他领我看了。我们夫妇商量后，决定先住下来。在总台的柜台前，还是那位女孩，正忙着接待一位男子，向他推销会员卡，他接受了。然后那女孩在电脑上替他取消了携程的定单。再对他说，携程可能在晚上会打电话向你调查，为什么没来这里住，你就说，来到长沙已晚了，就没去了。教人撒谎，真恶心！那女孩现在给我办手续了，当然，她还是先向我推销她那宝贝。我明确告诉她，我不愿意为了点小便宜而当他们的会员，这样会牺牲我对酒店的选择权。她变得不再热情，要我付了198元买一间标准间B。我们在房间休息了一会，打算去吃晚饭。我忽然想起，我在携程订的房本来就是说好标准间B，房价是188元。她明知我是携程的，干吗收我198？找她论理去。在他们总台，她说，携程给你留的房间是下午2时至3时，你过了这个时间就不再是携程的定房，你是散客，所以按散客价。我强烈抗议，质问她为什么在开房的时候不告诉我，现在才来讲这个规定。我要求见他们的经理进行投诉。后来来了一个工号007的戴眼镜大个子。此人态度十分恶劣，他说，你过了时间就不是携程定的房，如果算携程的，我们要付给携程每天**元，我们亏大了。我说，我过了3时来，你们就说我携程定房无效，但你们在网上的介绍说离火车站0.5公里，吹牛皮，这又怎么解释。他说网上的介绍不是他写的，他没有责任。我感到他们赚钱很不光明正大，不把住客当朋友（更别说是上帝了）。这几个人的作为，不光让我以后都讨厌莫泰连锁，更有甚者，还动摇了我再到携程网上定房的信心。
1,酒店还是不错，不过携程的价格还不够好一点。
1,"第一次入住该酒店,住的是高级单人间,房间不错,干净,整洁.有台式电脑,免费上网.液晶电视也不错,只是遥控器不太方便,有2个,整了半天才明白.只是早餐太差,没有什么令人难忘的回味.酒店服务态度不错."
0,这种酒店居然是五星，不知道怎么评的。服务意识差，我入住酒店时，提了两个大箱子进去，门迎居然动也不动。以次充好，我订的是大床房，给我的是两张房拼到一起的，居然就叫大房床了，空间小得可怜，投诉前台，无果；于是投诉到携程，最后长级。旧，这一点我就不说了，别人已经都写了。吃饭要很长时间，要了一个果盘，一个简单的果盘，吃过饭一个小时才上来。总之，下次不会再住了。
1,接机服务不错，就是携程不含早餐不好，488的房间感觉也还可以。总体4分
1,"早餐不错,挺丰富的.还提供免费接机服务,性价比高,交通很方便!"
0,最近变成了四星，好像房间装修过了。餐厅也装修过了。早餐不错。呵呵，继续努力哦
1,"很不错的一家酒店,在当地来说是最好的了.客房设施在此价位相当到位,早餐口味及品种也很好,尤其是酒店的氛围绝对是优于临海其它酒店,感觉很好.补充点评2008年7月9日：很不错的一家酒店,在当地来说是最好的了.客房设施在此价位相当到位,早餐口味及品种也很好,尤其是酒店的氛围绝对是优于临海其它酒店,感觉很好."
1,酒店设施还行，不过房间过小，价格相对一个小县城来说有点贵。
1,没有写字台，电视剧旁边那点空间太小，明明房间里有空间，为什么不放张写字台？
1,总体感觉还算不错环境也还算可以下次有机会可能还来
1,还可以，升级了行政楼层，房间一般，新但不算大。洗手间比较大，淋浴和泡浴分开，这是我升级的原因，因为宝宝喜欢泡浴。但五星级没找到有泡浴的浴盐有点失望。可以挑花香枕，但没挑，怕小朋友敏感。逛街还是很方便的。
1,总体来说，这是一个比较不错的酒店，房间比较新而且也较大，尤其是卫生间与房间的隔断蛮有意思的，有一点稍有缺憾的是浴袍虽然很干净，但也比较旧了（已经出现丝丝缕缕了），建议更换。酒店服务员的整体素质比较高，也很热情。晚上喝了酒不能开车，在酒店门口打车的时候发现出租车大多数都拼车，这一点比较奇怪。
0,以前住过一次，发现了一只老鼠，后来看到别人说他们重新装修过，所以这次还是选了这个酒店。可是实在是让我失望，一切如旧，什么也没有变，只住了一个晚上，我就生病了。下次再也不会住这个酒店了。
1,"早些时间发过一次,但不知为什么评论中并没显示.现在再发一次.我们全家不久前入住了行政豪华套房.酒店的硬件还是不错的,前台和楼层的服务"
1,整体感觉房间设施很陈旧墙面和地毯都很脏，而且有不少划痕和窟窿不过好象整个贵阳的建筑都很破旧卫生间很干净毛巾洗漱用品都很齐全电视收到的台很多而且排列比较有序有网的房间很少而且还要收费很不方便出门右手边过天桥再往右过一个拐角总共也就300米不到有一个网吧24小时的服务很周到用语规范亲切自然双手递交房卡有问题响应时间及时早餐10元还8错有粥还有热牛奶种类还算不少起码能让人吃饱
1,服务人员的业务能力还有待改进住了前三天都有早餐券，第四天续房时，把已经给我的房卡和餐卷中的餐卷给又抽回去了，说你这个价格不含早餐。给我的感觉非常不爽，而且言语很坚决。我商量了很久，告诉他们第二天有客人要过来，需要在餐厅吃饭，况且我要订三间房续订2天，你就当赠送也不是不可以的。死活不同意，我很是生气，让请示经理，才勉强同意说只允许一天的。感觉不满。
1,"第一次住这家酒店,住的是C房.携程推荐说这家酒店性价比高。380元的价格能在这个区域住到这样的酒店我感觉很满意了，宽带免费市内电话也不收费，早餐也还可以。之前看了网友的点评说前台服务不尽人意，这次感觉还可以呀，基本能做到主动热情周到，个人觉得这就够了，当然如果谁习惯5星级服务，到这里肯定会失望，以这个预算，住这样的房间，受这样的服务，感觉很值！感谢携成的推荐，下次还会住这家"
1,7.15日入住，7.16日离岛。观海木楼分上下两层，下层看不看得到海，不知道。我通过携程定时，要求住上层，房间格局构造都不错，从落地窗可以看到海，我们住的楼下就有游泳池，浪漫惬意。岛上不大但，走走也是挺累的，特别是在大太阳地下.....去那里的朋友以下需要注意：中午十二点退房，加上40分钟打打扫时间，所以早上去的朋友，只能在大厅寄放行李，然后去岛上走走（貌似大部分安排上岛都在早上）观海木楼因为是木质结构，以木为材料，所以在木材外面涂了东西，衣物皮肤等尽量不要靠近，在房间内也有标示。隔音效果的确很差，这跟建筑材料有关。我家那位身材非常壮硕，走在地板上能感觉到微震，不过楼下的一家四口也没有提意见，我想这楼还是很牢的。从外面进房间，大家走慢点，也看着点，因为小动物会在一开门的一刹那，咻的一下隐没（夸张描写，不过它们速度是很快，起码我没看出那是什么）再也不出现。人在房间的时候，是看不到它们的。我家那位睡了一晚，第二天背变开始痒，我不奇怪，他本是敏感皮肤，我就一点事情都没有，不过的确床单没有仙人掌酒店睡的舒服，有细微粉末的感觉，建议酒店改进。热水不是全天供应，晚五点左右到十点左右吧，记得不是很清楚了，也许每个季节会不一样吧。楼下的泳池底部是石头铺的，在亚龙湾仙人掌酒店的泳池泡过三天的我，乍一下水，还有些不适应，不过意境很好。推荐情侣晚上去哦！岛上的情人湾情人桥的，个人觉得没什么意思，经营者开发的景点而已。本想看日出，可惜早上下了场大雨，只好作罢。岛上有些地方还在建设中.....看样子应该是鸟园和旅社吧。饮食的话，在中餐厅吃的早餐，没什么好评价的，一般般。在西餐厅吃的晚餐，靠窗就是海，不错不错，就是要无视偶尔飞爬过的蚊虫蚂蚁（夏天么，岛上生态环境好，么办法）价格不便宜也不贵。P.S.回沪后证实，我家那位背部手臂腿部痒，为虫咬，是床单还是其他就不得而知了，奇怪的是，脸没有被咬......补充点评2008年7月29日：补充一下，岛上地图不是特别人性化。地图标有景点，大厅，饮食场所，泳池，住宿地点。乍一看不错，很清晰。可是，没有标出通往住宿地点的非主干道。也就是说，地图只有主干道，没有标明其他路。事情如下：我们在西餐厅吃完后，不打算通过电瓶车回去。便打算走回去，走到大厅附近天已经黑了，我们愕然发现地图上只标明观海木楼在大厅的那个方向，而面对眼前的几条上山的路，还真不知从那条开始好（大家不要惊慌，遇到此事致电大厅，会有电瓶车来接你们的）夜幕中的树林，寻找回家之路的情侣们凭着记忆，十五分钟后取得胜利（事实证明大自然白天和晚上是不一样的，多亏了游泳池。）建议酒店改进，估计更换更改地图成本比较高，可以选择增加标识牌。在通往住宿的地方，地图上未出现的路和路口，增加木质标识牌，上写地点和箭头即可。（字大写，位置明显些）
0,"房间不错,但服务质素极低,服务员态度生硬,冷淡.入住两晚,虽然大部份时间都在外游玩,但也没少看服务员白眼,好象咨询下的士的状况也打扰了该酒店高贵的服务员."
1,"之前也住过几次,但是因为最近又进行了新的装修,所以进行一次最新的评价,评价日期:2008.02.23优点:1配有电脑,我住了一次商务双人间一次单人键都配有电脑,虽然配置都差不多,但两者还是有差别的:商务双人间电脑:永久电源,不让登QQ,MSN等商务单人间电脑:拔掉钥匙则自动关机,可以上QQ,MSN等2有个人私人柜用来保管个人贵重物品3每天还会送瓶纯净水(可口可乐水森活550ML)给你4交通便利,旁边有洋货市场,天津麻花卖缺点:1早饭中餐不好吃,建议吃西餐(和前台换早餐券即可)2电脑有盗号密码(这可能也是商务双人间电脑不让登QQ,MSN等的原因),而且盗号能力很强5分钟就会盗走,幸好我有密保,所以强烈建议用QQ时一定要用软键盘输入密码3房间偏小4从外面看房间较旧"
0,这个小旅馆也实在是太差了，卫生条件很差，夜间到达后没有热水洗澡，设备陈旧，水池子铁锈斑累累，卫生间墙角污物随处可见。这还算可以忍受或对付一夜的。作为携程网，竟然在天津新国际机场已经启用快半年了，竟然还在极力推荐这个离机场很远的小旅馆，还说咫尺可见，实在是最为让人不可理解。我在6月25日想预定一个距离机场很近的宾馆，就在携程预定了这个说是机场宾馆，推荐员说距离机场几百米可到，可是我在6月26日乘CA1396航班，在27日凌晨3点下飞机后，乘机场大客车时，大客车管理员说不去这个小旅馆，那我就打车去吧，问了7辆车，都说不去这个小旅馆，怎么都不去呢，最后才打听到这个小旅馆是原来的破机场遗留下的产物，距离我下飞机的新国际机场8公里，机场大客车不经此处，出租车嫌太近，赚钱少，不去，天还下着大雨，给这个小旅馆打电话，没有人接听，这可怎么办呢？。这时机场大客车也没有了，没办法，打了个出租车先到了市区，花去58元钱，又打了一个出租车才给拉到了酒店，这时天已经开始放亮了。这就携程信息不做更新，害得我多花了钱，又耽误时间。建议携程立即将这个小旅馆从预定酒店目录中删除。
0,只能说是我住过的很差的酒店，房间隔音很差，隔壁的客人电视开的声音很大，感觉就和我在一个房间一样，很吵，另外酒店的服务更差，上一次入住的时候，是一个朋友给预定的，并且先交了房费就出差了，可是前台找不到前一班工作人员证明已经付了款的留言条，确说我们没有付款，最可气的是我刚经历了隔壁的噪音刚刚睡着，在将近１２点的时候，前台打电话让我续房费，说没有人给我们交房费，他们没有看到任何显示我们的房费已经结过，害的我还象朋友抱怨了一番，结果下去续了房费后，在快睡着的时候恼人的电话再次响起，说找到留言条了，说我们的房费已经结过了，天啊，快一点了，还是个大堂经理，就这种素质，我真不敢想象，为了能在携成点评，再次来到银川的时候，我又来到了这里．就是想告诉大家这家店到底有多烂！！！
1,唉！每年都会住几次这家酒店，这次总的来说服务还是不错，就是酒店旧了
1,1、酒店位于南湖旁边，再过去就是惠州西湖，订的湖景房能看到南湖的一角，总的来说离汽车站较近，容易找到；2、通过前台办理手续还是比较快，能很快查到网上预约的登记，服务质量不错，结帐时忘了点东西在客房，结果结帐时发现后马上送下来了；3、房间隔音效果确实不怎么样，半夜能听到隔壁的动静；4、价格优势不大，网上预订价格和前台价格相差只有20元，价格优势不明显，而且不是靠西湖，如果价格再优惠一些可能竞争力更大；
1,"诺覃祥渣,厄珩祥渣,憩苌腔Ⅰ耋剩."
1,优点：1.地理位置好。在西街的入口处，离汽车总站步行5分钟之内即到。酒店对面是九九自行车行，不过通过携程订房酒店提供了免费自行车。晚上还是比较安静。酒店对面的黄记玉米汁店的玉米汁非常好喝，又浓又香。酒店的旅行社可安排银子岩半日游，很方便70每人包含往返交通，导游及门票。2.浴室的热水还是不错的，水量大温度适中。3.整体服务都不错。缺点：1.观景大床房的床非常硬，不是很舒服。2.酒店没有电梯。总之来阳朔玩这里还是不错的选择。
0,房间装修比较旧，周边也没有休闲购物的地方，性价比不高。虽然说免费提供上网，但实际上网上不了，最后还要住电脑房才能上网，不适合商务出差。还要投诉一点，浴室的用具，包括沐浴露和洗发水，有些是满的，有些只有半瓶，有可能是上回用剩的，请各位入住时注意。
1,一切还行，就是对通过网络预订的房间为什么就不能灵活一点，半天房都是合情合理的啊，尤其是换住连锁酒店更应该提供方便。
1,最近大半年（2007）的周末都是住在这家酒店的。价格适合560元的高级房还是不错的。酒店的服务态度相当好，门童很客气，设施也蛮好的。酒店的销售做得也不错，时常看到一个大团入住。出租车还是蛮好叫的，门口是周家嘴路主要通道，可以去市中心。停车有时候有点紧张。总之，这是一家值得住的酒店！
1,"总体环境不错.这次入住的是超标准间,市内的两扇大落地窗不错,自然采光很好.早餐品种也还丰富.再加上酒店还免费赠送两听可口可乐,虽然没喝,但感觉还是很亲切.离市中心很近,步行就可到达,离夫子庙也就一个的士起步价.美中不足的是房间内没有落地镜.希望能得以改善.下次还会入住.房间价格已带早餐,这个的确很方便.补充点评2008年6月20日：酒店的大门太小,不显著.如果不熟悉路况的人不容易找到,非常容易把写字楼入口的大门弄成是酒店的大门.希望大门本身能得以改善,或者制作相应的路标牌."
0,单人房紧邻锅炉房有点吵，房间里也没有桌子，，空间很狭隘，总之一般
0,"此店是本人住过10余家北京如家中最贵的,所以我们满怀希望的过去.的确,进门就是很大气的大堂,但是也只有这点勉强能算优点.进入房间,不言而喻,是老酒店改的,完全没有如家应有的温馨感觉,设施陈旧并未完全翻新.最要命的来了,一只一圆硬币两倍大的蟑螂爬到我们同事的腿上,顿时,一个五大三粗的山东大汉被恶"
0,酒店有异味，无空调，给人的整体感觉很破旧，根本不能称为四星
1,非常不错的酒店，环境很好，空气也很清新。我一起入住的同事还建议我们公司的年会就到这里来开，呵呵
1,酒店的房型比较有限，不过商务标准间还是不错的，设施服务还算到位的，不过这次入住的房间是最边上的房间，房间的温度比较低，保温性较差，自助式的早餐和午餐口味还可以，价位适中，这个酒店不缺的就是客源虽然位置偏僻，出租车比较少，但去开发区办事是最方便的了。
1,位置不错，房间设施也好。房间窗户稍微小了点，如果能改造成阳台或者飘窗就好了。早餐有点过于简单。性价比一般。浅尝辄止。
1,房间装修虽然旧点，但是格调还行。服务员不错，我那天忘记把衣服带走，过了好几天还能找到。
1,"酒店地理位置比较好.附近有家""敦煌海鲜酒家""早茶不错。还有大型超市""麦凯乐""也在不远处.酒店的整体性价比属于中高."
1,酒店设施不错，服务良好。有机会还会入住。
1,酒店的基本设施一般，但服务态度确实很不错，房间8楼以下就是新装修的，8楼的房间就比较成旧，洗澡有单独的整体浴室，水比较大空调的风也很足，这个宾馆好像是属于海军的南海舰队，地理位置也很好，靠近省委火车站，离黄兴步行街也就三站地，值得入住
1,房间干净整洁，隔音还不错。感觉最好的是里面居然有几本不错的书可供阅读，很温馨。
0,实话说，此酒店有愧其大堂挂的四星的牌子。房间除了面积尚可外装修和内置相当一般，恐怕还达不到三星标准。只有一些房间有网络，虽然很先进的用wifi，但是信号非常弱。洗澡的时候发现没有沐浴液，服务员的工作态度十分马虎。
0,酒店地方很偏，在一个远离市区的开发区，环境冷清。前台服务很差。我办理入住的时候，两个接待小姐都在忙。但一个忙完了后看到我站在台前也不知道主动招呼，而是去相帮另一个。后面一个客人进来直接挤到我旁边，大声吆喝要办入住，那小姐立刻去帮他办理了。训示她怎么不懂让客人排队，居然没有反应。酒店中餐厅在另一幢楼，那天都被包了做婚宴，只能外出找吃饭的地方。
0,之前我点评过一次，估计是没有写证据，所以被携程删除了，气愤！补充点评2008年5月26日：我补上我的经历：1，正如很多入住的朋友说的一样，门童和死尸一样，见到客人拿的行李就视而不见，还故意扭过头去装作没有看见。2，酒店没有任何指引服务，感觉还不如如家的服务员素质高3，携程上写的有欢迎水果，居然是服务生拿着文件夹夹着2个路边摊上买来的低档苹果，价格绝对不会超过2元每公斤！没想到锦江五星级的欢迎水果就是这种档次，真是丢人4，找大堂经理交涉，居然说就是这样，还说第二次来才会好一点，不知道这个大堂经理是不是脑子坏掉了，没有好的服务怎么吸引客人来第二次5，整个入住的过程中没有看到服务员微笑，不知道是不是大家都沉浸在地震灾难带来的痛苦之中。6，总之以后都不会住这个酒店了，不要钱免费住也不去了。
0,"这决对是个黑心店,完全把河南人的丑陋特性全展现出来了.一个床单被我掉色的内衣染红了一点.事实证明可以洗掉的,但他(她)们却收了我40元钱.其实床单只值10元.刚开始还不想开发票.我要找税务他们才作罢.朋友们千万别住了."
1,这个价格，算性价比很高的一个酒店了。当然价格便宜，就不能太计较服务了。总的来说是一个愿意再次入住的酒店。
1,"典型的快捷酒店的风格，房间不错，淋浴很舒服,早餐十分的丰盛,在郑州当地此酒店好象十分的出名"
0,我本人办的有锦江之星的会员卡，相对来说锦江住的比较多，石家庄的锦江我只住过平安大街店，感觉非常不错，这次是因为平安大街的锦江之星没有商务房了，所以才选择了从未住过的如家。如家，外人的评价一直挺不错的，我就亲身去感受了一下，感觉非常失望。这是我第一次入住如家，不知道是不是这家酒店的使用率太高了，设施都比较陈旧。浴巾的边沿部分都磨烂了，被子也感觉洗了很多次旧旧的。周六外出游玩回来的时候竟然发现浴室的梳子没有更换、香皂没有更换，黄色牙刷的刷头与握柄中间竟然有黑黑的东西，看起来好脏。一般酒店的隔音都不会很好，可是我没想到如家国大店的隔音竟然差到门口塑料袋的摩擦声都可以听得到。而且浴室特别小，唯一比较满意的地方大概就是工作人员的服务了，还不错，总之，我不会再去第二次如家了，太差了，让我很失望，对不起这个价格。补充点评2008年7月28日：以上评价只代表我和我老公的意见，只把我们入住时遇到的情况写了出来，可能我们遇到的只是个案，不过让我感到失望是真的。另外再补充一点，如家的前台工作人员，穿的花衬衫确实有热带风情，只是感觉很花哨，不喜欢。
1,"环境还算可以,但收费的网络居然还不行,速度不但慢,且收费高"
1,房间很大，但是设施陈旧，还有就是预授金额不能取消，莫名就要被刷掉一分。最多四星级
1,住了2天一直下雨，看了以前其他人的点评感觉行李员的态度现在要好很多。因为房间紧张我还被免费升级了房间，不错。美中不足的是早餐种类太少。
0,电梯太慢，需要等很长时间才能上下楼一次。房间门卡进门也不方便，需要试很多次才能把门打开。条件太一般！携程房价与前台价完全一致。
1,"3月19日入住,共两晚.现在才上来做下点评,呵呵.1,定的是双人床大房,虽然是比较年头多的宾馆,但是整洁程度和环境还算不错了!2,服务人员比较热情,由于自己的充电器宾馆内使用不了.所以半夜的时候要求前台送个旅行充电器过来.但是前三个都不好用,服务生上上下下的跑了四五次!但没有一点厌烦!最后还一再向我表示歉意!很棒!!!3,餐饮方面西餐厅感觉还不错!价格和味道方面还算不错!至于中餐厅感觉一般!菜品没有特色,而且还比较贵!自己一个人一顿饭花了400左右,还没吃饱!4,整体的环境很不错!后面的绿化做的不错,有种幽深雅静的感觉!呵呵"
1,很不错的一家酒店，早餐很丰盛，晚上还送水果和小点心，服务也不错。
1,虽然是老酒店，设备倒是很齐备，价格也合理。地点十分方便：旁边是大马路解放路，往南一直走就到车站，往北直走可到铁塔。酒店四周有难以计数的手机店，要缴通话费或买储值卡都很方便。设备齐全：连220V转110V的转接插座都有。自助早餐：是当地风味的中式餐点，内容丰富。服务态度：前台、客房服务、餐厅等人员都很和善，主动尽力为旅客提出帮助。人员服务态度真可比五星级。真要找出待改进的地方，就是浴室狭窄了点。
1,虽然说是四星的，实际上比某些号称五星的强很多，占地面积非常大，分三个大区，酒店整体上也算豪华，设施什么的都很好，靠海边就是舒服，视野好，价格上没什么优势，不便宜也不算太贵，餐厅的自助餐还不错，算便宜的。
1,房间很大很舒适，服务也很好的，价格也是五星里面算便宜的
1,比想象中要好.呵呵.服务热情周到.客房舒适.就是早餐品种稍微少了点.住店客人停车要30元/晚.不太划算.
1,"1.地理位置不错2.周围设施商圈热闹方便3.酒店比较旧,应该改造了4.服务态度不错"
1,四星级酒店，房间(高级客房)很不错，窗户双层玻璃封闭，无法开启，隔音效果好；客房设施配套完善，三部电话(书桌、床头、洗手间)，小冰箱，小保险柜，热水壶，收费饮料品种选择较多；淋浴水量充足。缺点是：1、酒店入住、退房登记时都遭遇了排队等候2、酒店所处位置打车不便
1,第一次去郑州出差就住的这家，总体感觉还是不错的。房间的一次性用品相对给的是这些酒店中质量最好的。卫生意设计的很有意思，空间利用非常合理。坐便的私密性处理的很好。
1,"不错,就是院子小了一些,到海滩需要走一段端小路,奇怪的是青岛所有酒店都没有自己的海滩"
1,除了前台服务态度一般，基本不会微笑，其他情况良好。房间干净，周围有苏果超市，交通也算可以。卫生间感觉太小了。
1,酒店地理位置在古城区最繁华的十全街上，环境非常好，很有园林特色，让人感到很舒服很惬意！前台入住和退房的速度也很快，服务人员很友善，有问必答！房间也很有特色，墙上刻有金色的诗词，听说每个房间的诗词都不同呢！下次还会选择这里！
0,"三个字：脏、乱、差！房间里面看上去还可以，但是仔细看，很多地方极其脏，服务人员貌似没有培训上岗的,永远封杀了!不明白的是携程竟有这样的协议宾馆,无语!所以也不能太相信携程,自己还要擦亮眼睛."
0,第一住的房都是味，地上有好香灰，后了另外一味那麽重！建酒店清生必注意，及最好有非吸
0,"本来预定的就是别墅标间,前台小姐很热情的给我们推荐了""超超豪华的普通标间""给我们入住,说是比我本来网络上预定的还要好，进去就是一股异味,好象是几百年没人住过的老式里弄,我们后来还是强烈要求酒店给我们原本预定的别墅房间,的确就不一样了，但是这样一来给我们的感觉非常不好,我想这也是酒店的手段吧."
1,暑假入住，小朋友太多了。我们每天都被走廊上奔跑的小朋友吵醒，晚上回酒店大堂里也都是小朋友的喧闹声。所以情侣还是不要在暑假入住这家酒店了。酒店的餐厅很贵不好吃，和迪斯尼里面差不多。可惜，这次在香港都没有吃到美食。但酒店整体还是非常可爱的风格，让我们回到了童话世界。
0,这是我住过最懒的酒店。。。脏！乱！差！连最起码的两瓶免费矿泉水都不给提供。。。打电话问客服，说是成本太高，给取消了。。大家千万不要住。。马桶堵。。毛巾脏。。地毯是我有生见过最脏的。。这样的比100多块钱的招待所都差，还说是4星，要380.。。好冤啊。。。相信我。。一定不要上当。。补充点评2007年10月14日：五层是夜总会，骚扰电话就没停过
0,结帐的时候刷卡总是刷不过去，为了赶飞机，只好答应他们说走后再解除预授权并结帐，回来两天了酒店也没有主动联系，昨天我打电话过去说还没有弄好，要等周一
0,房间设施太旧、太差，环境也不好，房间大而无用。非常不喜欢
1,"早餐丰富.服务人员态度不错.但是入住时发现卫生间有积水,housekeeping来检查未有结果以为是我们的小孩子搞的,心情落差.擦干后半小时内又有积水,他们只能叫维修人员,原来是水斗的一个接头坏了.口头对不起.checkin&checkout比较快.Italian餐馆味道不错,服务很好.价格跟上海差不多.4楼海景不够好,应该往上层更佳.去海港城和广东道不够方便"
0,住的房间靠近马路，比较吵。房间有股味道。不如锦江干净。不推荐入住，早饭还可以。
1,"这个酒店值得推荐,地理位置真是好,中式庭院也很美.就是服务有待改进,住了两天没看到什么笑脸;因为手机充电器是英式插头无法充电,向前台借接线板,回答是没有,第一次在四星酒店听到这样的回答...总体来说硬件是不错的,设施或许不是很新,但是环境优势突出."
0,酒店房间小，设施陈旧，酒店靠马路，窗户很不隔音，影响休息
1,订了套餐，酒店花园风格大气，感觉不错，我想春天应该会更美吧！晚餐用了地方风味套餐很“土”，也很入味；60元抵用券在商场买了些粽子；客房挺安静的，睡得很好；早上7：30就去用早餐了，品种够多（早起的鸟儿有虫吃啊~~嘿嘿~）。恩，总体感觉不错，我挺喜欢的，有机会还会去滴~~
0,"酒店房间甲醛含量过高,严重影响客人身体健康.我入住的是932,刚开门差点被熏倒.第二天回来开门再次被雷到.换房626,情况稍好,但床单上有三处污点,退房时有和总台反应,好象没什么反应.吃早饭,你吃东西的速度要赶上服务员撤盘子的速度,否则桌子上会什么都不会留下.补充点评2008年7月6日：哈,刚住完,酒店价格就从450降到418,下次和携程""砍价了"""
